UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
152817,P1268,L,301.6,309.37848364369876,1452.0,43.842741957128126,149.0,1,Failure
151323,P6085,M,300.2,307.9928519566844,1573.0,32.86800146360809,90.0,1,Failure
157330,P6770,M,304.2,312.6607940332836,1459.0,38.17325043374706,73.0,1,Failure
140773,P7325,H,301.3,308.54728492168044,1355.0,46.69441189275942,152.0,1,Failure
163219,P1388,L,300.1,307.52649802140604,1430.0,38.481440713458795,61.0,1,Failure
191380,P6337,L,302.2,310.39096162423823,1516.0,32.683507063251156,76.0,1,Failure
149733,P6750,L,300.7,309.17005936883174,1435.0,21.569822872984783,143.0,1,Failure
163473,P7172,M,299.3,306.76035479983807,1586.0,37.9046901340879,120.0,1,Failure
137047,P1186,H,300.4,307.98892071889065,1694.0,26.534498461378075,130.0,1,Failure
192031,P6715,H,302.2,309.87461507749583,1499.0,32.69311866203288,181.0,1,Failure
116410,P6906,M,297.6,306.21329064496143,1480.0,31.219851939354044,223.0,1,Failure
128485,P6829,L,300.8,309.1300432121574,1831.0,19.36439368705173,116.0,1,Failure
129245,P2256,L,296.8,305.7,1375.0,41.236664263597035,187.0,1,Failure
153389,P4542,M,302.4,310.1926171610497,1581.0,25.14226535926181,139.0,1,Failure
104164,P9949,L,302.9,310.99392775988804,1581.0,32.487273735862196,150.0,1,Failure
140412,P5130,H,298.0,306.44185028051817,1525.0,28.578818322954746,201.0,1,Failure
171918,P6462,L,300.4,308.2470351585444,1429.0,32.11123449839184,178.0,1,Failure
178932,P1414,H,301.8,310.34982398411313,1690.0,30.557126158840884,137.0,1,Failure
145677,P3009,M,301.1,309.0455559649756,1364.0,47.936148688545316,203.0,1,Failure
148870,P9277,L,300.3,308.10304779630343,1743.0,23.119928975328513,94.0,1,Failure
104189,P1062,M,300.2,307.94091194841053,1342.0,36.997761121464734,59.0,1,Failure
118912,P2888,H,297.4,306.28979494205544,1805.0,28.0109368732449,183.0,1,Failure
128638,P4569,L,298.2,305.7,1991.0,13.601448452153786,156.0,1,Failure
160655,P1485,L,297.7,305.7929481056613,1520.0,29.934932974038546,212.0,1,Failure
184616,P4499,M,298.7,307.414409773323,1921.0,21.98709343606148,196.0,1,Failure
193392,P2179,L,299.0,306.8584738150916,1404.0,41.52782558991146,192.0,1,Failure
159050,P6469,L,299.0,306.9493400347296,1539.0,34.14386445195992,174.0,1,Failure
142080,P9790,H,302.7,310.15845052349994,1422.0,40.688265120196334,160.0,1,Failure
184718,P5047,H,298.9,307.39783044262293,1594.0,40.68013126588864,25.0,1,Failure
102213,P6915,M,300.1,307.8275441371001,1427.0,40.08204829763459,198.0,1,Failure
153067,P4482,M,295.9,305.7,1753.0,30.602133364520633,138.0,1,Failure
107577,P7142,L,300.5,308.3893203915436,1954.0,25.86190465049513,158.0,1,Failure
167138,P7384,L,300.9,309.09798811611375,1412.0,43.28087463698222,114.0,1,Failure
119694,P8804,L,301.5,308.6680114002649,1363.0,40.12969418457064,9.0,1,Failure
109528,P9473,H,298.2,305.7,1803.0,17.09436054961629,147.0,1,Failure
107272,P9146,L,299.5,307.28379417052383,1469.0,43.823265421070914,171.0,1,Failure
189873,P7846,M,298.9,307.0201662015151,1829.0,18.392739003861983,89.0,1,Failure
125393,P4005,L,298.1,305.81916760192485,1412.0,36.49446383125738,156.0,1,Failure
158188,P2212,M,303.6,311.87859142560455,1429.0,40.189763609378126,64.0,1,Failure
147533,P4939,M,301.7,309.7475875554003,1566.0,18.828152738650914,152.0,1,Failure
153176,P7357,M,299.8,307.9314252616647,1482.0,39.60244139749548,123.0,1,Failure
144793,P8489,H,300.1,308.0178727651647,1443.0,39.91465718932868,156.0,1,Failure
102635,P5646,H,300.8,310.15511651530596,1433.0,33.56957773338449,92.0,1,Failure
132620,P8571,M,299.4,307.05619494517794,1329.0,36.36180172227866,7.0,1,Failure
164670,P6719,L,300.3,309.0995568754076,1567.0,24.73865454796183,30.0,1,Failure
175016,P6523,H,302.6,309.7373198577353,1621.0,34.79122555211261,155.0,1,Failure
161502,P8462,H,297.3,305.7,1557.0,31.47266210011425,35.0,1,Failure
151819,P9847,L,301.5,309.2679318790149,1617.0,30.40018099967226,75.0,1,Failure
137923,P7517,M,301.9,309.72411771010076,1609.0,31.6086187043443,35.0,1,Failure
130218,P1695,H,297.7,305.7,1517.0,35.7608850542779,47.0,1,Failure
104903,P3689,M,302.0,309.18318217938725,1546.0,37.30041851235964,49.0,1,Failure
121290,P9584,H,299.0,307.3129705559255,1429.0,44.158462880008024,27.0,1,Failure
104369,P2976,H,302.4,310.6769865651669,1416.0,39.90151966054046,34.0,1,Failure
129862,P1154,L,302.2,311.833761211453,1391.0,50.12669035357961,124.0,1,Failure
123068,P2507,L,298.3,306.7928238905309,1474.0,30.751784413035374,164.0,1,Failure
132371,P7484,H,299.3,307.9257721341943,1413.0,45.51144816656469,179.0,1,Failure
173785,P9043,L,300.2,308.88185474922017,1552.0,26.23742189631048,139.0,1,Failure
122732,P9482,M,297.6,305.7,1327.0,40.22740588828287,56.0,1,Failure
172367,P8523,H,296.7,305.7,1657.0,29.38062423804151,28.0,1,Failure
166997,P5860,M,302.4,310.0817115266673,1500.0,41.32649954181717,98.0,1,Failure
137981,P1908,M,300.7,308.7795213849076,1337.0,43.69181079594491,208.0,1,Failure
163266,P1187,L,298.9,306.25011286655825,1382.0,41.7448026120477,91.0,1,Failure
199599,P9120,H,303.5,311.46036851771294,1456.0,40.231559496286806,183.0,1,Failure
112146,P5683,M,301.8,308.96845523842177,1583.0,30.329744302074385,161.0,1,Failure
181460,P7482,M,302.1,308.78538047172077,1664.0,24.310908139659688,205.0,1,Failure
160999,P1293,M,299.3,308.06391064343904,1838.0,26.98977624123283,180.0,1,Failure
158397,P3366,M,303.8,311.53238596872654,1573.0,36.835119837183775,5.0,1,Failure
196863,P6723,M,302.4,310.48079256467906,1471.0,31.495587017908218,159.0,1,Failure
170709,P6807,L,300.2,308.6647519029174,1569.0,36.23147592551125,167.0,1,Failure
153022,P8817,L,301.2,309.88574165417975,1571.0,33.599781237987315,79.0,1,Failure
152800,P9597,H,299.9,308.5449054450147,1568.0,37.41179258256067,97.0,1,Failure
194094,P6264,M,296.9,305.7,1563.0,30.484094342862605,169.0,1,Failure
132567,P5617,L,304.2,312.2098867953604,1856.0,28.564489795530555,2.0,1,Failure
167508,P3269,L,299.0,307.2946949668306,1481.0,40.76678152434844,22.0,1,Failure
138675,P9369,M,302.1,309.70501461496525,1583.0,29.166024211359268,97.0,1,Failure
104154,P9697,L,300.4,308.10291582825556,1651.0,31.479017235357095,172.0,1,Failure
195646,P5087,M,303.8,312.67550605422844,1589.0,37.933610110043816,122.0,1,Failure
100661,P7372,L,298.0,306.5087642007179,1482.0,38.39083031444263,44.0,1,Failure
169177,P3507,M,298.9,307.7690872808365,1437.0,34.1991261264505,54.0,1,Failure
132251,P6560,H,297.8,306.3483908678758,1510.0,29.00362819347977,168.0,1,Failure
177712,P5164,L,298.4,305.7,1698.0,35.57917060102485,65.0,1,Failure
121363,P4661,H,298.8,306.98969220850864,1375.0,44.91928535539317,131.0,1,Failure
107632,P8326,H,303.4,311.65245903577124,1485.0,35.96304424687539,93.0,1,Failure
165055,P4921,H,299.8,308.16000126375354,1517.0,35.93058460247027,23.0,1,Failure
147429,P7125,H,298.0,305.98994917010697,1378.0,34.27472534531435,58.0,1,Failure
162514,P8470,M,301.9,310.0881094448498,1518.0,35.295435428979474,111.0,1,Failure
136989,P9334,H,297.1,305.7,1888.0,28.58159535828792,162.0,1,Failure
141851,P8114,H,299.6,308.1102595841548,1413.0,36.55598362946248,164.0,1,Failure
144796,P3870,H,302.6,310.59192862281066,1452.0,36.13209420840399,45.0,1,Failure
183032,P9407,L,297.3,305.7,1475.0,36.7848306122647,137.0,1,Failure
103941,P2193,M,299.5,307.7540749083169,1567.0,34.57887808790873,195.0,1,Failure
192991,P6820,L,298.1,306.2070889150532,1286.0,36.79873176250476,164.0,1,Failure
145235,P5183,M,300.0,308.60690059793393,1351.0,35.52548512016372,83.0,1,Failure
135442,P9431,H,296.8,305.7,1442.0,34.29493381330234,16.0,1,Failure
115371,P3681,H,298.2,306.01132449101055,1830.0,16.700665189775897,50.0,1,Failure
145769,P3623,L,300.2,308.1315643649751,1563.0,35.00511985472029,72.0,1,Failure
170035,P1243,H,298.0,305.7,1588.0,33.57687795056635,30.0,1,Failure
117638,P9087,L,300.8,308.90902650591096,1574.0,26.265666931423432,139.0,1,Failure
157033,P7026,L,297.0,305.7,1802.0,33.68901107733975,186.0,1,Failure
193742,P3480,L,301.0,309.2147879470466,1467.0,30.002609420151224,146.0,1,Failure
181661,P1038,M,297.4,305.8694207260752,1419.0,36.51102428624503,51.0,1,Failure
118013,P3881,H,299.3,306.54699870656106,1485.0,27.64457955277401,20.0,1,Failure
110572,P1434,H,300.9,308.82803985185615,1465.0,36.52956553826145,110.0,1,Failure
144291,P8746,M,300.1,307.99572756361226,2268.0,15.29447197088609,135.0,1,Failure
182408,P6260,M,302.9,310.9087091831379,1312.0,41.528249582844815,128.0,1,Failure
164897,P4264,M,297.1,305.7,1498.0,35.17957881460041,127.0,1,Failure
129369,P5170,L,297.7,305.77036742568293,1727.0,27.618587168818955,46.0,1,Failure
120656,P7009,M,298.1,306.2079172017415,1491.0,33.818182520901956,156.0,1,Failure
128505,P3520,H,299.3,306.7105018829671,1370.0,40.482216711741806,207.0,1,Failure
183232,P3003,M,299.3,307.6165344192249,1586.0,24.711984046350118,143.0,1,Failure
106834,P3639,H,300.6,308.62505310352753,1543.0,29.933501290522702,139.0,1,Failure
110467,P5630,H,300.7,308.54902657897946,1393.0,38.35850362977806,197.0,1,Failure
131046,P7500,L,302.8,310.6861110866756,1513.0,32.412271049027154,42.0,1,Failure
167183,P5206,M,299.2,307.34125832908495,1478.0,40.3463415507234,86.0,1,Failure
141305,P4789,M,301.5,309.52956597321275,1744.0,27.027163899901453,52.0,1,Failure
164871,P3142,M,300.4,307.5237399884483,1567.0,31.118444183731665,115.0,1,Failure
139391,P1950,L,298.6,306.7256377626295,1392.0,39.47705908076437,70.0,1,Failure
192487,P7064,M,300.7,308.46341081672784,1566.0,35.344112522993285,57.0,1,Failure
107127,P6520,M,301.4,309.1195146755349,1760.0,20.551900388324917,166.0,1,Failure
130708,P3468,M,298.9,306.64443845636197,2204.0,18.60383280642816,106.0,1,Failure
176315,P7422,L,302.6,310.9773241855129,1685.0,28.34886689050525,2.0,1,Failure
143219,P3958,M,301.6,309.61227270564666,1509.0,33.358660055474694,101.0,1,Failure
169507,P7729,L,304.1,311.9423066548484,1415.0,41.65630110525768,60.0,1,Failure
117655,P3299,L,298.1,305.7,1472.0,29.550809948502973,85.0,1,Failure
114145,P4253,M,302.9,310.71123283550133,1629.0,23.101941399936578,73.0,1,Failure
184939,P4226,M,297.7,306.1854051180077,1480.0,36.04710925774209,92.0,1,Failure
146665,P3928,L,298.2,306.269914521266,1528.0,34.17129655065911,39.0,1,Failure
188612,P2768,H,302.4,310.47516077849167,1629.0,27.52205949054991,148.0,1,Failure
113483,P9548,M,298.0,306.04454090462644,1579.0,30.565225601886056,74.0,1,Failure
184510,P6618,M,300.7,308.4557220290492,1319.0,48.08709526864453,158.0,1,Failure
196283,P8829,H,304.4,312.14716041194106,2001.0,19.439768654821894,5.0,1,Failure
172985,P1955,L,297.2,305.7,1462.0,36.21337098598622,147.0,1,Failure
151744,P5786,L,297.3,305.7,1399.0,31.40618939780283,206.0,1,Failure
163758,P8665,M,300.7,308.0221349813604,1364.0,36.187101522377375,179.0,1,Failure
191776,P5125,L,302.2,310.2498820252757,1397.0,40.9173903490678,62.0,1,Failure
182394,P3639,M,298.8,307.0047691876582,1731.0,29.87122533535692,133.0,1,Failure
163963,P6803,L,299.5,308.3469490804453,1491.0,36.145182051986076,153.0,1,Failure
140534,P7425,H,298.2,305.7,1421.0,35.42769797216996,181.0,1,Failure
141965,P9009,M,300.3,308.2780743423769,1572.0,25.5181926329907,181.0,1,Failure
145231,P6674,H,299.8,307.9374366172558,1334.0,36.03793961487394,10.0,1,Failure
174313,P3308,L,300.9,308.9125136996465,1596.0,29.23392891687265,139.0,1,Failure
140712,P3779,H,300.3,308.37297843788133,1538.0,37.670038108370925,60.0,1,Failure
138833,P8500,M,302.2,309.9340214740954,1420.0,36.335238001713236,16.0,1,Failure
118501,P2855,L,303.8,310.7272089236157,1565.0,39.80078831096796,194.0,1,Failure
134963,P2827,L,301.8,310.1809203648344,1435.0,40.625129374016055,110.0,1,Failure
139690,P7227,M,299.6,307.64836157737983,1428.0,30.17193632924323,87.0,1,Failure
157711,P8619,H,301.3,309.23255000018054,1543.0,28.276325247959566,19.0,1,Failure
168239,P6268,L,299.1,306.807219547388,1480.0,34.826203796820806,23.0,1,Failure
188150,P4192,H,298.6,306.76455943752006,1356.0,33.92268768734548,173.0,1,Failure
143549,P2951,L,298.1,305.7,1513.0,21.986848594966403,139.0,1,Failure
119417,P9353,M,299.1,306.692412510823,1504.0,27.58587239194024,65.0,1,Failure
167976,P4016,H,298.8,306.398891014121,1479.0,41.567357387841724,207.0,1,Failure
122346,P2695,L,297.6,305.7,1417.0,38.68864757433594,60.0,1,Failure
147430,P1783,H,301.9,309.08316089913893,1368.0,30.08011655724013,44.0,1,Failure
174174,P4137,M,299.5,307.6842614254244,1283.0,41.88016306569637,20.0,1,Failure
193911,P2371,H,300.2,307.53648330323233,1681.0,32.99772888673148,201.0,1,Failure
155429,P5704,H,298.2,306.37774506965354,1471.0,40.9034489115016,20.0,1,Failure
182639,P8568,H,298.4,306.0801449874663,1422.0,32.569565577476084,10.0,1,Failure
108865,P5147,H,299.5,308.3722153512174,1704.0,22.230832248978864,139.0,1,Failure
120216,P8504,H,301.5,309.76529530394373,1680.0,42.77844627626353,27.0,1,Failure
158550,P4005,M,297.9,305.7059884899633,1449.0,40.66683705806654,45.0,1,Failure
154587,P4688,H,301.8,310.38877635541974,1489.0,40.49313029388229,199.0,1,Failure
150459,P3650,H,302.7,310.9454729251225,1831.0,27.121837234880537,137.0,1,Failure
198217,P2522,M,297.1,305.7,1758.0,19.776000443691995,172.0,1,Failure
134179,P5489,M,298.9,306.9533688020246,1909.0,31.14804275492544,58.0,1,Failure
107232,P8646,H,300.1,308.1715198161104,1560.0,40.3194881203067,109.0,1,Failure
149237,P1839,M,300.7,308.2955555543084,1459.0,32.13077741434621,0.0,1,Failure
101726,P5387,L,298.8,306.9534634843771,1507.0,34.194052552996574,149.0,1,Failure
172345,P9701,M,298.9,307.9858915395027,1520.0,30.476989508481196,106.0,1,Failure
153448,P1723,L,299.8,307.90726969724625,1495.0,22.15132380920606,47.0,1,Failure
145049,P3793,H,303.8,311.9458799792949,1465.0,44.91261602100065,62.0,1,Failure
119346,P2845,L,301.0,309.1300607533834,1474.0,40.546461212964374,173.0,1,Failure
190180,P7941,H,303.8,312.2279663099699,1463.0,34.986677148150626,125.0,1,Failure
150073,P4892,H,303.1,310.26214747300594,1582.0,42.245027737442754,218.0,1,Failure
177654,P1423,H,298.0,305.85358983480586,1637.0,35.193745179771454,24.0,1,Failure
124790,P7880,L,300.2,308.5863173036317,1517.0,33.39386348345162,85.0,1,Failure
180585,P4461,H,300.0,308.6099835085203,1467.0,50.617646900199006,96.0,1,Failure
104550,P4045,H,298.9,306.82192978598977,1393.0,42.351248062240906,20.0,1,Failure
138478,P2518,L,300.9,308.23049127925754,1339.0,39.623935851086536,204.0,1,Failure
108299,P9294,M,299.8,308.069162322547,1392.0,30.40938772887207,157.0,1,Failure
143045,P2782,L,301.7,309.63582309366853,1620.0,31.624841144007302,9.0,1,Failure
178098,P7676,M,303.0,311.42466682130623,1479.0,33.86869656044445,34.0,1,Failure
114569,P7810,H,302.2,310.51927097952864,1636.0,30.824598857328656,17.0,1,Failure
188176,P6595,L,299.9,307.2212026367134,1245.0,34.96202792698787,108.0,1,Failure
151604,P8445,M,297.5,305.7,2636.0,2.372556234217303,46.0,1,Failure
178411,P4743,M,300.2,308.2974517556604,1704.0,37.272093439923204,8.0,1,Failure
193113,P4063,M,300.5,308.33629130902347,1709.0,32.73077751175663,134.0,1,Failure
119319,P2009,H,300.5,309.2069700513566,1462.0,38.068898706181876,117.0,1,Failure
193379,P6222,M,299.2,307.1022226784002,1471.0,35.83887861174063,113.0,1,Failure
111535,P6348,L,298.4,306.4761006732439,1310.0,35.670476598465044,201.0,1,Failure
133302,P5321,L,299.0,306.72688934574444,1509.0,29.36023414309738,86.0,1,Failure
130027,P2563,L,300.8,308.4007370993234,1627.0,35.1904157421141,177.0,1,Failure
178015,P2952,M,298.4,306.9241160730263,1644.0,28.654072075445434,70.0,1,Failure
177063,P6730,H,299.9,308.5253562101943,1326.0,43.15870758675429,210.0,1,Failure
196998,P7636,M,300.5,308.29979178062973,1485.0,37.69097634066219,84.0,1,Failure
181801,P2397,M,302.0,310.0706948954508,1532.0,31.789902764860578,94.0,1,Failure
187953,P4023,H,297.5,305.7,1645.0,30.826903954321228,171.0,1,Failure
175762,P8151,L,301.9,309.9271336912278,1434.0,45.168329118125996,50.0,1,Failure
108055,P2051,L,300.8,308.9605933517272,1486.0,38.108645414017616,56.0,1,Failure
136146,P7371,M,302.4,309.4078232565579,1681.0,30.542581839094225,187.0,1,Failure
109312,P6189,L,300.6,308.7156989410122,1378.0,48.357911435575744,174.0,1,Failure
190653,P6778,M,301.1,309.2976348296623,1402.0,46.767690235236046,123.0,1,Failure
194128,P5538,L,300.0,308.41399295924964,1562.0,40.49738434865136,195.0,1,Failure
108329,P3956,H,300.5,307.34540547791875,1511.0,25.858025390506143,200.0,1,Failure
106556,P3650,M,302.4,311.1500394604704,1684.0,30.64716381584761,62.0,1,Failure
162966,P7186,L,300.7,308.2849204748081,1269.0,39.59613144757355,3.0,1,Failure
147682,P1659,L,300.9,308.29991706082484,1721.0,31.215001730296105,2.0,1,Failure
118748,P2876,M,301.0,309.8384068488855,1579.0,36.326773327025684,5.0,1,Failure
143401,P1295,H,300.5,308.67252860938595,1482.0,37.28041471465048,204.0,1,Failure
184868,P7968,H,298.0,306.022280673669,1410.0,40.183490836958754,89.0,1,Failure
115586,P5497,M,300.1,308.0975674943472,1404.0,40.01804827401664,73.0,1,Failure
145011,P7559,H,300.1,308.555540932497,1363.0,45.335878797394045,110.0,1,Failure
131483,P6456,M,301.3,308.2008141682643,1549.0,42.74274293329161,23.0,1,Failure
100355,P2474,M,302.6,309.5183525208441,1638.0,28.299918716566914,35.0,1,Failure
187868,P3163,H,299.5,307.5619153895826,1411.0,37.542912306699336,63.0,1,Failure
106640,P2685,L,299.0,307.2261863352761,1477.0,33.33051601496542,177.0,1,Failure
145188,P6198,M,296.9,305.7,1615.0,25.56718456764353,17.0,1,Failure
109254,P3758,M,301.9,309.44718310646505,1534.0,21.760854700341575,142.0,1,Failure
191515,P8823,L,302.2,309.9882678646706,1507.0,31.177255588645487,85.0,1,Failure
165351,P3203,L,298.6,307.48609554853294,1610.0,43.820877557942836,151.0,1,Failure
109556,P4471,M,300.9,309.4953946610699,1705.0,30.92887873500089,89.0,1,Failure
117202,P9563,M,296.6,305.7,1659.0,26.49286084690538,61.0,1,Failure
152496,P9837,L,297.5,305.7,1594.0,37.5328592154974,71.0,1,Failure
186425,P7501,H,302.2,310.19290154530285,1525.0,28.68768129827722,222.0,1,Failure
194392,P1385,H,303.9,312.0733337583958,1441.0,38.98681446768066,35.0,1,Failure
143436,P9710,M,302.5,310.90189644634495,2066.0,28.1318896224546,153.0,1,Failure
183784,P7906,L,299.7,307.50255891473256,1676.0,41.43812991637401,133.0,1,Failure
199820,P6209,H,299.1,307.27147864332886,1448.0,36.27040577859998,90.0,1,Failure
161604,P4899,H,301.5,309.2363278916768,1452.0,35.96579380047485,190.0,1,Failure
106801,P2368,M,299.8,307.61138416832944,1652.0,33.21145854876136,23.0,1,Failure
155605,P5727,H,300.1,308.5430640387885,1638.0,31.79659624599681,75.0,1,Failure
153385,P8143,L,296.7,305.7,1525.0,25.41413733016391,25.0,1,Failure
185663,P9550,M,298.9,307.0980864935973,1747.0,28.544133936059374,151.0,1,Failure
176795,P2618,H,297.4,305.7,1670.0,27.158731660502827,179.0,1,Failure
135744,P3296,M,300.9,307.9395045226529,1530.0,33.68930828705605,173.0,1,Failure
117082,P2340,H,300.8,308.8600598853989,1874.0,34.11792422756346,183.0,1,Failure
193784,P3383,L,297.5,305.7,1657.0,33.237319124841044,179.0,1,Failure
179963,P6980,M,298.3,305.7,1325.0,40.695684443886606,91.0,1,Failure
153222,P8197,M,301.9,309.7684333174873,1558.0,36.32846168341031,203.0,1,Failure
183691,P6895,H,300.3,307.929455223227,1474.0,30.58664837465153,153.0,1,Failure
116601,P1357,L,298.8,306.4063162703475,1498.0,38.54485820792132,147.0,1,Failure
193210,P6941,M,300.2,308.6263595303253,1296.0,33.34235375569959,181.0,1,Failure
196346,P6243,M,298.5,306.13789723020074,1366.0,34.169489434930924,22.0,1,Failure
143619,P3117,M,299.6,307.29878816758725,1502.0,36.18765032535589,16.0,1,Failure
169637,P1718,M,302.3,311.19350929909615,1731.0,25.57931235822167,93.0,1,Failure
108856,P7902,L,297.5,305.7618809299932,1447.0,33.4245725559067,207.0,1,Failure
101350,P4848,M,298.1,305.81703709404087,1396.0,41.910956137763975,92.0,1,Failure
102173,P6576,L,299.1,307.1443916614559,1576.0,39.12812525184561,47.0,1,Failure
103694,P7938,H,298.2,306.3449093667307,1495.0,32.51803529290561,214.0,1,Failure
183010,P3605,M,299.0,306.8717665712114,1735.0,17.697528142628247,122.0,1,Failure
152002,P4491,L,301.6,309.6400404264193,1481.0,32.685131662111594,142.0,1,Failure
172073,P7900,L,298.0,305.8579851158916,1402.0,37.638570070364615,24.0,1,Failure
131705,P8110,L,301.5,310.2646278398388,1623.0,33.754049605257414,74.0,1,Failure
178783,P6825,M,299.5,308.92213889245994,1680.0,35.95772087591201,171.0,1,Failure
109860,P6289,M,303.1,311.22026340558483,1494.0,32.4204405425352,55.0,1,Failure
156037,P4045,L,304.1,312.5699979872452,1488.0,34.830302234878246,118.0,1,Failure
134154,P4350,M,303.8,311.69366808283377,1484.0,30.079311309413495,106.0,1,Failure
101666,P8399,H,300.7,307.9855525415417,2266.0,14.880560014229058,95.0,1,Failure
150420,P1478,L,299.8,307.7688701263923,1562.0,35.04905400058796,84.0,1,Failure
193648,P6692,M,299.4,307.6665896868752,1902.0,29.015491427052254,180.0,1,Failure
133038,P8888,H,299.5,307.2517653900759,1352.0,41.58929960924831,12.0,1,Failure
140149,P5606,H,300.1,308.1680443874952,1557.0,34.035407503950175,91.0,1,Failure
167385,P4627,M,301.6,310.09447682792813,1544.0,24.244251718650272,204.0,1,Failure
102719,P8580,M,298.1,306.1795633782985,1507.0,30.96057042618147,77.0,1,Failure
159913,P2534,H,302.2,310.7786967406625,1399.0,36.14121581397483,12.0,1,Failure
129638,P1942,L,300.3,308.54212832643805,1352.0,42.30278129575211,120.0,1,Failure
161631,P7928,M,298.1,305.7,1400.0,34.20513900031149,106.0,1,Failure
125364,P8544,H,302.9,310.95196652467837,1391.0,26.156931327377116,186.0,1,Failure
100031,P8568,H,301.8,309.84560360037125,1515.0,34.63314287446757,141.0,1,Failure
150716,P5567,L,296.8,305.7,1543.0,30.408652506539642,81.0,1,Failure
165323,P2783,L,300.4,308.0702018043488,1439.0,42.149746480669485,25.0,1,Failure
153613,P2898,L,302.6,311.441399253753,1658.0,33.283958356756216,16.0,1,Failure
127098,P1116,L,300.2,308.1751082536573,1474.0,32.794040895644656,58.0,1,Failure
108985,P4388,H,301.5,309.1661348970513,1403.0,35.89875384016677,150.0,1,Failure
196484,P8195,M,300.5,307.699366220772,1417.0,40.82236661111376,172.0,1,Failure
111799,P5039,L,296.2,305.7,1582.0,32.72922075486767,146.0,1,Failure
125098,P1610,M,300.7,309.0232642150308,1629.0,31.261774282434114,112.0,1,Failure
140748,P9442,L,300.9,308.84083628968045,1325.0,35.74892011337472,25.0,1,Failure
164418,P7791,M,297.1,305.7,1638.0,33.562226802698156,174.0,1,Failure
133471,P4721,M,302.0,310.03521280597056,1379.0,40.03383211406427,168.0,1,Failure
118848,P9135,M,298.2,306.05374045720595,1474.0,44.319270863103355,87.0,1,Failure
157672,P1352,H,299.0,306.5311884873575,1521.0,30.22730098115717,71.0,1,Failure
154451,P3394,H,302.4,311.02765494623105,1975.0,24.649456659648468,148.0,1,Failure
102011,P1330,H,300.8,309.2596287248461,1627.0,34.561913918461926,184.0,1,Failure
144912,P1085,H,295.7,305.7,1504.0,31.71197084455206,168.0,1,Failure
124852,P3869,H,297.1,305.7,1464.0,30.47036833219684,189.0,1,Failure
180859,P5648,L,301.5,309.88336899364685,1500.0,25.068947929007244,50.0,1,Failure
169311,P6937,L,297.3,305.7,1560.0,22.897403154868865,219.0,1,Failure
195039,P1996,M,300.2,307.9991849787679,1402.0,42.40905374002134,155.0,1,Failure
146463,P2348,H,298.6,306.0874817558861,1440.0,38.72013329299905,171.0,1,Failure
188480,P8521,M,302.4,311.0185773287394,1500.0,33.55796156089617,42.0,1,Failure
176075,P8872,H,300.9,307.96512631520966,1439.0,36.4637913878746,180.0,1,Failure
102019,P6926,M,302.6,310.20281161240405,1448.0,40.874861311708386,100.0,1,Failure
100107,P8433,L,300.8,309.55701414198955,2672.0,-6.5830088560006335,129.0,1,Failure
157464,P7831,L,299.8,307.8686291881897,1523.0,38.6674219723365,116.0,1,Failure
169412,P8385,H,300.8,308.81189122259605,1646.0,30.470103971413874,130.0,1,Failure
161731,P8735,L,302.3,310.33065461912946,1754.0,22.35568382066775,188.0,1,Failure
162138,P9811,H,302.8,310.9638109997121,1574.0,32.21819633548018,104.0,1,Failure
163743,P2411,L,297.9,305.8972317839937,1456.0,37.52058753619676,124.0,1,Failure
197251,P8260,L,299.9,306.8646658272743,1594.0,26.99270227707512,57.0,1,Failure
192581,P7666,M,300.0,308.3941930316946,1644.0,21.457556203366416,118.0,1,Failure
167239,P5393,L,301.4,308.8041173107862,1838.0,27.93055269896637,163.0,1,Failure
159512,P3956,H,301.6,309.81687940635874,1376.0,38.98617179027945,189.0,1,Failure
162957,P4089,L,297.5,305.7,1617.0,35.367480146589415,73.0,1,Failure
135977,P4602,M,300.0,307.8106820442428,1483.0,39.766722027197574,36.0,1,Failure
181872,P3951,L,298.4,306.0072939137312,1534.0,42.45040458056503,103.0,1,Failure
135927,P5720,M,303.5,310.3730652954456,1350.0,48.697283872163005,163.0,1,Failure
123801,P7484,L,298.9,306.80827392871953,1380.0,46.85305548700224,88.0,1,Failure
115442,P5302,M,300.0,307.8333167814258,1284.0,45.80304044326779,134.0,1,Failure
101311,P6171,M,300.0,307.53086547445105,1571.0,39.98255424521648,205.0,1,Failure
155540,P4153,L,303.3,311.89639493653067,1320.0,36.32710475783029,183.0,1,Failure
104813,P1201,H,301.3,309.7506171652447,1553.0,32.191922114391666,62.0,1,Failure
127616,P6766,M,300.7,308.61899822546064,1471.0,39.56824878443226,147.0,1,Failure
162782,P2672,M,299.8,307.99100946930116,1670.0,38.264030309649655,112.0,1,Failure
182149,P5494,M,297.0,305.7,1398.0,37.06947202066818,111.0,1,Failure
191937,P1681,L,302.5,310.51070348873924,1697.0,27.359805135326106,143.0,1,Failure
116364,P9648,L,299.7,307.8628491713242,1524.0,26.21527964811899,34.0,1,Failure
123618,P7480,M,301.9,310.3878122750967,1183.0,41.1827494730241,33.0,1,Failure
153887,P3152,M,300.2,307.9106127501475,1600.0,26.303395384204585,118.0,1,Failure
171088,P3401,H,300.5,309.20354013048006,1379.0,36.714901871784946,117.0,1,Failure
